,Cliente,UF,Ano da Operação,Valor da Operação em R$,Valor Desembolsado em Reais,Setor CNAE,Subsetor CNAE Agrupado,Porte do cliente,Natureza,Instituição Financeira Credenciada
1579,"COMIL ONIBUS S,A, - EM RECUPERACAO JUDICIAL", RS,2003-01-01,2935000,2935000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,CHINA CONSTRUCTION BANK (BRASIL) BANCO MULTIPLO S/A
1580,"ITAUTEC S,A, - GRUPO ITAUTEC", AM,2003-01-01,5870092,5870092.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BANCO MODAL S,A,"
1581,VISTEON SISTEMAS AUTOMOTIVOS LTDA, SP,2003-01-01,14675000,14675000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO BRADESCO S,A,"
1582,LOUIS DREYFUS COMPANY BRASIL S/A, SP,2003-01-01,29350000,29350000.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,BANCO CITIBANK S A
1583,"SIEMENS ENERGY BRASIL LTDA,", SP,2003-01-01,120335000,120335000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Equip info, eletronico, ótico",GRANDE,PRIVADA,"ITAU UNIBANCO S,A,"
1584,AJINOMOTO DO BRASIL INDUSTRIA E COMERCIO DE ALIMENTOS L, SP,2003-01-01,2935000,2935000.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,"
1585,AGCO DO BRASIL COMERCIO E INDUSTRIA LTDA, RS,2003-01-01,7337500,7337500.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"KIRTON BANK S,A, - BANCO MULTIPLO"
1586,AGCO DO BRASIL COMERCIO E INDUSTRIA LTDA, RS,2003-01-01,17610000,17610000.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,"
1587,VALISERE INDUSTRIA E COMERCIO LTDA, SP,2003-01-01,2935000,2935000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Confec, vestuário e acessórios",GRANDE,PRIVADA,BANCO DO BRASIL SA
1588,"JUMIL-JUSTINO DE MORAIS, IRMAOS S/A", SP,2003-01-01,4402500,4402500.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,SEM NOME
1589,"VULCABRAS AZALEIA-RS,CALCADOS E ARTIGOS ESPORTIVOS S/A", RS,2003-01-01,8805000,8805000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Couro, artefato e calçado",GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,"
1590,ELEVA ALIMENTOS S/A, RS,2003-01-01,8805000,8805000.0,AGROPECUÁRIA E PESCA,Agropecuária,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,"
1591,"C,VALE - COOPERATIVA AGROINDUSTRIAL", PR,2003-01-01,8805000,8805000.0,COMERCIO E SERVICOS,Comércio,GRANDE,PRIVADA,"KIRTON BANK S,A, - BANCO MULTIPLO"
1592,CNH LATINO AMERICANA LTDA, PR,2003-01-01,17610000,17610000.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,BANCO DO BRASIL SA
1593,AJINOMOTO DO BRASIL INDUSTRIA E COMERCIO DE ALIMENTOS L, MG,2003-01-01,2935000,2935000.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,"
1594,"JUMIL-JUSTINO DE MORAIS, IRMAOS S/A", SP,2003-01-01,2935000,2935000.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BANCO ITAUBANK S,A"
1595,INDUSTRIA E COMERCIO DE COSMETICOS NATURA LTDA, SP,2003-01-01,4402500,4402500.0,INDUSTRIA DE TRANSFORMAÇÃO,Química,GRANDE,PRIVADA,BANCO DO BRASIL SA
1596,JOHN DEERE BRASIL LTDA, RS,2003-01-01,22012500,22012500.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,"
1597,KIMBERLY-CLARK BRASIL INDUSTRIA E COMERCIO DE PRODUTOS, SP,2003-01-01,14675000,14675000.0,INDUSTRIA DE TRANSFORMAÇÃO,Celulose e papel,GRANDE,PRIVADA,"KIRTON BANK S,A, - BANCO MULTIPLO"
1598,JBS S/A, SP,2003-01-01,11153000,11153000.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,BANCO DO BRASIL SA
1599,DOU-TEX SA INDUSTRIA TEXTIL, SP,2003-01-01,2935000,2935000.0,INDUSTRIA DE TRANSFORMAÇÃO,Têxtil,GRANDE,PRIVADA,"BANCO SAFRA S,A,"
1600,ROSSET & CIA LTDA, SP,2003-01-01,5870000,5870000.0,INDUSTRIA DE TRANSFORMAÇÃO,Têxtil,GRANDE,PRIVADA,"BANCO SAFRA S,A,"
1601,LINEA PARANA MADEIRAS LTDA, PR,2003-01-01,2990575,2990575.0,INDUSTRIA DE TRANSFORMAÇÃO,Madeira,MÉDIA,PRIVADA,BANCO INDUSTRIAL DO BRASIL S/A
1602,FRIGORIFICO MATABOI S/A, MG,2003-01-01,2942900,2942900.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,"
1603,"PATI NICKI CONFECCOES LTDA,", SC,2003-01-01,1199612,1199612.0,INDUSTRIA DE TRANSFORMAÇÃO,"Confec, vestuário e acessórios",MÉDIA,PRIVADA,BANCO BMG SA
1604,MOVEIS SANDRIN LTDA, RS,2003-01-01,441510,441510.0,INDUSTRIA DE TRANSFORMAÇÃO,Móveis,MÉDIA,PRIVADA,CHINA CONSTRUCTION BANK (BRASIL) BANCO MULTIPLO S/A
1605,"FKN TEXTIL LTDA,", SC,2003-01-01,749758,749758.0,INDUSTRIA DE TRANSFORMAÇÃO,"Confec, vestuário e acessórios",PEQUENA,PRIVADA,BANCO BMG SA
1606,BRASTUBO CONSTRUCOES METALICAS LTDA, SP,2003-01-01,2943400,2943400.0,INDUSTRIA DE TRANSFORMAÇÃO,Metalurgia,GRANDE,PRIVADA,SEM NOME
1607,ELECTRO VIDRO S/A, RJ,2003-01-01,2943400,2943400.0,INDUSTRIA DE TRANSFORMAÇÃO,Mineral não metálico,GRANDE,PRIVADA,SEM NOME
1608,MARTINAZZO INDUSTRIA E COMERCIO LTDA, RS,2003-01-01,588680,588680.0,INDUSTRIA DE TRANSFORMAÇÃO,Produto de metal,PEQUENA,PRIVADA,BANCO DO BRASIL SA
1609,"TELCON FIOS E CABOS PARA TELECOMUNICACOES S/A,", SP,2003-01-01,1015473,1015473.0,INDUSTRIA DE TRANSFORMAÇÃO,"Equip info, eletronico, ótico",MÉDIA,PRIVADA,"BANCO SAFRA S,A,"
1610,FAMOSSUL MADEIRAS S/A, PR,2003-01-01,593985,593985.0,INDUSTRIA DE TRANSFORMAÇÃO,Móveis,MÉDIA,PRIVADA,"BANCO BRADESCO FINANCIAMENTOS S,A,"
1611,GETTI QUIMICA LTDA, RS,2003-01-01,895399,895399.0,INDUSTRIA DE TRANSFORMAÇÃO,Química,MÉDIA,PRIVADA,BANCO BMG SA
1612,TOP LEATHER SINTETICOS INDUSTRIA E COMERCIO LTDA, SP,2003-01-01,893329,893329.0,INDUSTRIA DE TRANSFORMAÇÃO,Borracha e plástico,MÉDIA,PRIVADA,SEM NOME
1613,FERRUCCI & CIA LTDA, SP,2003-01-01,1488882,1488882.0,INDUSTRIA DE TRANSFORMAÇÃO,"Couro, artefato e calçado",MÉDIA,PRIVADA,SEM NOME
1614,"BRF S,A,", SC,2003-01-01,88143000,88143000.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,"
1615,MAQUINAS FERDINAND VADERSS A, SP,2003-01-01,3008039,3008039.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,MÉDIA,PRIVADA,SEM NOME
1616,VOLVO DO BRASIL VEICULOS LTDA, PR,2003-01-01,29341000,29341000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"KIRTON BANK S,A, - BANCO MULTIPLO"
1617,SEARA ALIMENTOS LTDA, SC,2003-01-01,14670500,14670500.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,BANCO DO BRASIL SA
1618,SEARA ALIMENTOS LTDA, SC,2003-01-01,11711200,11711200.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO SAFRA S,A,"
1619,OURO FINO SAUDE ANIMAL LTDA, SP,2003-01-01,1483663,1483663.0,INDUSTRIA DE TRANSFORMAÇÃO,"Farmoquímico, farmacêutico",MÉDIA,PRIVADA,SEM NOME
1620,VOLVO DO BRASIL VEICULOS LTDA, PR,2003-01-01,29278000,29278000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO ITAUBANK S,A"
1621,VOLVO DO BRASIL VEICULOS LTDA, PR,2003-01-01,29239000,29239000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO SAFRA S,A,"
1622,CERAMICA SANTA TEREZINHA SOCIEDADE ANONIMA, SP,2003-01-01,1012915,1012915.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,MÉDIA,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,"
1623,QUALIMAR COMERCIO IMPORTACAO E EXPORTACAO, PE,2003-01-01,1482382,1482382.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,MÉDIA,PRIVADA,SEM NOME
1624,"BRF S,A,", SC,2003-01-01,14587500,14587500.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO ALFA DE INVESTIMENTO S,A,"
1625,SEARA ALIMENTOS LTDA, SC,2003-01-01,5816400,5816400.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,"
1626,"BRF S,A,", SC,2003-01-01,14441500,14441500.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,"
1627,"BRF S,A,", SC,2003-01-01,72207500,72207500.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,BANCO DO BRASIL SA
1628,FAMASTIL TAURUS FERRAMENTAS S/A, RS,2004-01-01,1162045,1162045.0,INDUSTRIA DE TRANSFORMAÇÃO,Produto de metal,MÉDIA,PRIVADA,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL
1629,BUTZKE IMPORTACAO E EXPORTACAO LTDA, SC,2004-01-01,869218,885758.0,INDUSTRIA DE TRANSFORMAÇÃO,Móveis,MÉDIA,PRIVADA,MASSA FALIDA DO BANCO SANTOS
1630,"KTK INDUSTRIA, IMPORTACAO, EXPORTACAO E COMERCIO DE EQU", SP,2004-01-01,868775,868775.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos diversos,MÉDIA,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,"
1631,"MAKOUROS DO BRASIL LTDA,", RS,2004-01-01,1712592,1712592.0,INDUSTRIA DE TRANSFORMAÇÃO,"Couro, artefato e calçado",MÉDIA,PRIVADA,SEM NOME
1632,MADARCO S A INDUSTRIA E COMERCIO, RS,2004-01-01,852009,852009.0,INDUSTRIA DE TRANSFORMAÇÃO,Móveis,MÉDIA,PRIVADA,SEM NOME
1633,RECOURO INDUSTRIA DE COURO RECONSTITUIDO LTDA, RJ,2004-01-01,855171,855171.0,INDUSTRIA DE TRANSFORMAÇÃO,"Couro, artefato e calçado",MÉDIA,PRIVADA,SEM NOME
1634,GARAMPI COMERCIO DE COUROS LTDA, RS,2004-01-01,1412628,1412628.0,INDUSTRIA DE TRANSFORMAÇÃO,"Couro, artefato e calçado",MÉDIA,PRIVADA,MASSA FALIDA DO BANCO SANTOS
1635,NEMER MARMORES E GRANITOS SA, ES,2004-01-01,571797,598679.0,INDUSTRIA DE TRANSFORMAÇÃO,Mineral não metálico,MÉDIA,PRIVADA,"ITAU UNIBANCO S,A,"
1636,SGM COMERCIO INDUSTRIA E EXPORTACAO LTDA, MG,2004-01-01,573771,573771.0,INDUSTRIA DE TRANSFORMAÇÃO,Mineral não metálico,PEQUENA,PRIVADA,BANCO ARBI S/A
1637,CORALPLAC COMPENSADOS LTDA, PR,2004-01-01,288231,288231.0,INDUSTRIA DE TRANSFORMAÇÃO,Madeira,MÉDIA,PRIVADA,"BANCO BRADESCO FINANCIAMENTOS S,A,"
1638,"HI-CARE INDUSTRIA E COMERCIO LTDA,", RJ,2004-01-01,2559150,2559150.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos diversos,MÉDIA,PRIVADA,"MASSA FALIDA DO BANCO BVA S,A,"
1639,JOSE MURILIA BOZZA COMERCIO E INDUSTRIA LTDA, SP,2004-01-01,571746,571746.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",MÉDIA,PRIVADA,"BANCO SAFRA S,A,"
1640,ENGECASS EQUIPAMENTOS INDUSTRIAIS LTDA, SC,2004-01-01,592614,592614.0,INDUSTRIA DE TRANSFORMAÇÃO,Produto de metal,MÉDIA,PRIVADA,SEM NOME
1641,"ALIBEM ALIMENTOS S,A,", RS,2004-01-01,8770800,8770800.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,MÉDIA,PRIVADA,SEM NOME
1642,"RIMO S,A -INDUSTRIA E COMERCIO", ES,2004-01-01,2900000,2900000.0,INDUSTRIA DE TRANSFORMAÇÃO,Móveis,MÉDIA,PRIVADA,BANCO DE DESENVOLVIMENTO DO ESPIRITO SANTO S/A
1643,FORJAFRIO INDUSTRIA DE PECAS LTDA, SP,2004-01-01,888921,888921.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",MÉDIA,PRIVADA,SEM NOME
1644,"OSTERNO IND, E COMERCIO DE MOV, LTDA", CE,2004-01-01,751004,751004.0,INDUSTRIA DE TRANSFORMAÇÃO,Móveis,PEQUENA,PRIVADA,SOLUTO II PARTICIPACOES S/A - EM LIQUIDACAO ORDINARIA E
1645,TAPETES LOURDES LTDA, SP,2004-01-01,589720,589720.0,INDUSTRIA DE TRANSFORMAÇÃO,Têxtil,MÉDIA,PRIVADA,"BANCO BRADESCO FINANCIAMENTOS S,A,"
1646,MB EXPORTADORA LTDA, SC,2004-01-01,4482609,4482609.0,COMERCIO E SERVICOS,Comércio,MÉDIA,PRIVADA,SEM NOME
1647,COFRAN INDUSTRIA DE AUTO PECAS LTDA, SP,2004-01-01,451843,451843.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",PEQUENA,PRIVADA,BANCO BMG SA
1648,KLOCKNER TEXTIL LTDA, RS,2004-01-01,616816,616816.0,INDUSTRIA DE TRANSFORMAÇÃO,Têxtil,MÉDIA,PRIVADA,"BADESUL DESENVOLVIMENTO S,A, - AGENCIA DE FOMENTO/RS"
1649,MB EXPORTADORA LTDA, SC,2004-01-01,747456,793114.0,COMERCIO E SERVICOS,Comércio,MÉDIA,PRIVADA,BANCO BMG SA
1650,COMING INDUSTRIA E COMERCIO DE COUROS LTDA, GO,2004-01-01,1494912,1494912.0,INDUSTRIA DE TRANSFORMAÇÃO,"Couro, artefato e calçado",MÉDIA,PRIVADA,SEM NOME
1651,INDUSTRIA CAXIENSE DE MOLDURAS LTDA, RS,2004-01-01,293410,290640.0,INDUSTRIA DE TRANSFORMAÇÃO,Madeira,MÉDIA,PRIVADA,BANCO DO BRASIL SA
1652,UNIGRES CERAMICA LTDA, SP,2004-01-01,2207555,2207555.0,INDUSTRIA DE TRANSFORMAÇÃO,Mineral não metálico,MÉDIA,PRIVADA,SEM NOME
1653,LINEA PARANA MADEIRAS LTDA, PR,2004-01-01,879255,879255.0,INDUSTRIA DE TRANSFORMAÇÃO,Madeira,MÉDIA,PRIVADA,"BANCO BRADESCO FINANCIAMENTOS S,A,"
1654,CURTUME AIMORE S/A, RS,2004-01-01,732400,732400.0,INDUSTRIA DE TRANSFORMAÇÃO,"Couro, artefato e calçado",MÉDIA,PRIVADA,BANCO DO BRASIL SA
1655,INDUSTRIAS SINIMBU S/A, RJ,2004-01-01,886185,886185.0,INDUSTRIA DE TRANSFORMAÇÃO,Têxtil,MÉDIA,PRIVADA,BANCO ARBI S/A
1656,DAL PONTE E CIA LTDA, RS,2004-01-01,2130697,2130697.0,INDUSTRIA DE TRANSFORMAÇÃO,"Couro, artefato e calçado",MÉDIA,PRIVADA,CHINA CONSTRUCTION BANK (BRASIL) BANCO MULTIPLO S/A
1657,NETUNO ALIMENTOS S/A EM RECUPERACAO JUDICIAL, PE,2004-01-01,5311620,5211382.0,AGROPECUÁRIA E PESCA,Agropecuária,GRANDE,PRIVADA,SEM NOME
1658,NETUNO ALIMENTOS S/A EM RECUPERACAO JUDICIAL, PE,2004-01-01,7967430,7967430.0,AGROPECUÁRIA E PESCA,Agropecuária,GRANDE,PRIVADA,SEM NOME
1659,TUPY S/A, SC,2004-01-01,14754500,14754500.0,INDUSTRIA DE TRANSFORMAÇÃO,Metalurgia,GRANDE,PRIVADA,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL
1660,NATUR INDUSTRIA DE COUROS LTDA, RS,2004-01-01,1217708,1217708.0,INDUSTRIA DE TRANSFORMAÇÃO,"Couro, artefato e calçado",MÉDIA,PRIVADA,BANCO BMG SA
1661,MANNES LTDA, SC,2004-01-01,3028135,3028135.0,INDUSTRIA DE TRANSFORMAÇÃO,Móveis,MÉDIA,PRIVADA,SEM NOME
1662,TAPETES LOURDES LTDA, SP,2004-01-01,304688,304688.0,INDUSTRIA DE TRANSFORMAÇÃO,Têxtil,MÉDIA,PRIVADA,BANCO INDUSTRIAL DO BRASIL S/A
1663,"BECKER S,A,", RS,2004-01-01,441045,435960.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,MÉDIA,PRIVADA,"BANCO BRADESCO S,A,"
1664,RADA & PAULA LTDA, SP,2004-01-01,1476568,1476568.0,INDUSTRIA DE TRANSFORMAÇÃO,"Couro, artefato e calçado",MÉDIA,PRIVADA,SEM NOME
1665,EMPRESA BRASILEIRA DE BEBIDAS E ALIMENTOS S/A, PE,2004-01-01,875251,875251.0,COMERCIO E SERVICOS,Comércio,MÉDIA,PRIVADA,"ITAU UNIBANCO S,A,"
1666,AGROSPE - AGRO INDUSTRIAL SAO PEDRO DE VACARIA LTDA, RS,2004-01-01,349689,349689.0,COMERCIO E SERVICOS,Comércio,PEQUENA,PRIVADA,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL
1667,AGRO LATINA LTDA, RS,2004-01-01,5099527,5099527.0,INDUSTRIA DE TRANSFORMAÇÃO,"Couro, artefato e calçado",MÉDIA,PRIVADA,SEM NOME
1668,ALUMINIUM INDUSTRIAL E COMERCIO LTDA, SP,2004-01-01,295908,295908.0,INDUSTRIA DE TRANSFORMAÇÃO,Metalurgia,MÉDIA,PRIVADA,"ITAU UNIBANCO S,A,"
1669,AQUINOR AQUICULTURA DO NORDESTE LTDA, PI,2004-01-01,1015455,1006005.0,AGROPECUÁRIA E PESCA,Agropecuária,MÉDIA,PRIVADA,SOLUTO II PARTICIPACOES S/A - EM LIQUIDACAO ORDINARIA E
1670,CERAMICA SANTA TEREZINHA SOCIEDADE ANONIMA, SP,2004-01-01,582711,582711.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,MÉDIA,PRIVADA,"BANCO BRADESCO FINANCIAMENTOS S,A,"
1671,EMPRESA BRASILEIRA DE BEBIDAS E ALIMENTOS S/A, PE,2004-01-01,582700,582700.0,COMERCIO E SERVICOS,Comércio,MÉDIA,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,"
1672,MOVEIS ROHDE LTDA, RS,2004-01-01,354504,354504.0,INDUSTRIA DE TRANSFORMAÇÃO,Móveis,PEQUENA,PRIVADA,"BADESUL DESENVOLVIMENTO S,A, - AGENCIA DE FOMENTO/RS"
1673,EMILIO B GOMES E FILHOS S A IND COM E EXP DE MADEIRAS, PR,2004-01-01,2424317,2638215.0,INDUSTRIA DE TRANSFORMAÇÃO,Madeira,MÉDIA,PRIVADA,"BANCO VOTORANTIM S,A,"
1674,MURI ENGENHARIA INDUSTRIAL LTDA, RS,2004-01-01,2699972,2935128.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,MÉDIA,PRIVADA,"BANCO VOTORANTIM S,A,"
1675,UNIVERSUM DO BRASIL INDUSTRIA MOVELEIRA LTDA, RS,2004-01-01,287730,287730.0,INDUSTRIA DE TRANSFORMAÇÃO,Móveis,PEQUENA,PRIVADA,BANCO DO BRASIL SA
1676,"MENEGHETI INDTSTRIA E COMÉRCIO DE CALÇADOS LTDA,", SP,2004-01-01,581210,581210.0,INDUSTRIA DE TRANSFORMAÇÃO,"Couro, artefato e calçado",MÉDIA,PRIVADA,"ITAU UNIBANCO S,A,"
1677,TERMOPAR IMPORT LTDA, PR,2004-01-01,6108632,6108632.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,PEQUENA,PRIVADA,"BANCO BRADESCO S,A,"
1678,RAUMAK MAQUINAS LTDA, SC,2004-01-01,594080,594080.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,MÉDIA,PRIVADA,BANCO BMG SA
1679,CLAUDINA INDUSTRIA DE CALCADOS LTDA, SP,2004-01-01,2366401,2366401.0,INDUSTRIA DE TRANSFORMAÇÃO,"Couro, artefato e calçado",MÉDIA,PRIVADA,SEM NOME
1680,"DINI TEXTIL INDUSTRIA E COMERCIO LTDA,", SP,2004-01-01,206427,223988.0,INDUSTRIA DE TRANSFORMAÇÃO,Têxtil,MÉDIA,PRIVADA,"ITAU UNIBANCO S,A,"
1681,FRIGORIFICO NOVO ESTADO S/A, RO,2004-01-01,8748300,8748300.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,MÉDIA,PRIVADA,BANCO DO BRASIL SA
1682,ZEKTOR TECHNOLOGIES INDUSTRIA E COMERCIO LTDA, SP,2004-01-01,296814,314710.0,INDUSTRIA DE TRANSFORMAÇÃO,"Máq, aparelho eletrico",MÉDIA,PRIVADA,"ITAU UNIBANCO S,A,"
1683,BIAGIO DELL AGLI E CIA LTDA, SP,2004-01-01,600005,600005.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",MÉDIA,PRIVADA,BANCO BMG SA
1684,INDUSTRIA MADEIREIRA ULIANA LTDA, SP,2004-01-01,298564,315017.0,INDUSTRIA DE TRANSFORMAÇÃO,Madeira,PEQUENA,PRIVADA,"ITAU UNIBANCO S,A,"
1685,PE DE FERRO CALCADOS E ARTEFATOS DE COURO LTDA - ME, SP,2004-01-01,1073990,1073990.0,INDUSTRIA DE TRANSFORMAÇÃO,"Couro, artefato e calçado",MÉDIA,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,"
1686,ROHDEN PORTAS E ARTEFATOS DE MADEIRA LTDA, SC,2004-01-01,3168794,3189097.0,INDUSTRIA DE TRANSFORMAÇÃO,Madeira,MÉDIA,PRIVADA,SEM NOME
1687,BUTZKE IMPORTACAO E EXPORTACAO LTDA, SC,2004-01-01,1600114,1538848.0,INDUSTRIA DE TRANSFORMAÇÃO,Móveis,MÉDIA,PRIVADA,SEM NOME
1688,PRODUTOS ERLAN S/A, MG,2004-01-01,1618586,1618586.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,MÉDIA,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,"
1689,PE DE FERRO CALCADOS E ARTEFATOS DE COURO LTDA - ME, SP,2004-01-01,3208143,3208143.0,INDUSTRIA DE TRANSFORMAÇÃO,"Couro, artefato e calçado",MÉDIA,PRIVADA,SEM NOME
1690,AMENDOAS DO BRASIL LTDA, CE,2004-01-01,3169677,3169677.0,AGROPECUÁRIA E PESCA,Agropecuária,MÉDIA,PRIVADA,BANCO PINE S/A
1691,CALCADOS YOUNG LTDA, RS,2004-01-01,1355532,1355532.0,INDUSTRIA DE TRANSFORMAÇÃO,"Couro, artefato e calçado",MÉDIA,PRIVADA,BANCO DO BRASIL SA
1692,GARAMPI COMERCIO DE COUROS LTDA, RS,2004-01-01,3171343,3171343.0,INDUSTRIA DE TRANSFORMAÇÃO,"Couro, artefato e calçado",MÉDIA,PRIVADA,SEM NOME
1693,POMIFRAI FRUTICULTURA SA, SC,2004-01-01,3129100,3129100.0,AGROPECUÁRIA E PESCA,Agropecuária,MÉDIA,PRIVADA,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL
1694,AGRICOLA FRAIBURGO SA, SC,2004-01-01,3824098,3824098.0,AGROPECUÁRIA E PESCA,Agropecuária,MÉDIA,PRIVADA,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL
1695,INDUMAK MAQUINAS LTDA, GO,2004-01-01,1269646,1269646.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,MÉDIA,PRIVADA,"ITAU UNIBANCO S,A,"
1696,EMILIO B GOMES E FILHOS S A IND COM E EXP DE MADEIRAS, PR,2004-01-01,2143520,2058256.0,INDUSTRIA DE TRANSFORMAÇÃO,Madeira,MÉDIA,PRIVADA,"BANCO VOTORANTIM S,A,"
1697,LINEA PARANA MADEIRAS LTDA, PR,2004-01-01,3191376,3191376.0,INDUSTRIA DE TRANSFORMAÇÃO,Madeira,MÉDIA,PRIVADA,SEM NOME
1698,METALURGICA RIOSULENSE SA, SC,2004-01-01,2226822,2226822.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",MÉDIA,PRIVADA,SEM NOME
1699,TINTO HOLDING LTDA, SP,2004-01-01,4011648,3914112.0,COMERCIO E SERVICOS,Comércio,GRANDE,PRIVADA,"MASSA FALIDA DO BANCO BVA S,A,"
1700,TINTO HOLDING LTDA, SP,2004-01-01,6017472,6017472.0,COMERCIO E SERVICOS,Comércio,GRANDE,PRIVADA,"MASSA FALIDA DO BANCO BVA S,A,"
1701,AGROPEL AGROINDUSTRIAL PERAZZOLI LTDA, SC,2004-01-01,5265288,5137272.0,AGROPECUÁRIA E PESCA,Agropecuária,GRANDE,PRIVADA,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL
1702,AGROPEL AGROINDUSTRIAL PERAZZOLI LTDA, SC,2004-01-01,7897932,7897932.0,AGROPECUÁRIA E PESCA,Agropecuária,GRANDE,PRIVADA,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL
1703,PE DE FERRO NORDESTE LTDA, CE,2004-01-01,940246,940246.0,INDUSTRIA DE TRANSFORMAÇÃO,"Couro, artefato e calçado",MÉDIA,PRIVADA,"BANCO BRADESCO FINANCIAMENTOS S,A,"
