Cliente,UF,Ano,Valor da Operação em R$,Valor Desembolsado em Reais,Setor CNAE,Subsetor CNAE Agrupado,Porte do cliente,Natureza,Instituição Financeira Credenciada,Contribuição do UF ao PIB Nacional (%),Proporção do Valor Setorial ao PIB do UF
"MARFRIG GLOBAL FOODS S,A,",São Paulo,2007,25098000,25098000.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.3439568883059791,0.0459161228049906
GENERAL MOTORS DO BRASIL LTDA,São Paulo,2007,204739500,204739500.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.3439568883059791,0.0459161228049906
GENERAL MOTORS DO BRASIL LTDA,São Paulo,2007,292485000,292485000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,BANCO DO BRASIL SA,0.3439568883059791,0.0459161228049906
LG ELECTRONICS DO BRASIL LTDA,São Paulo,2007,15503200,15503200.0,INDUSTRIA DE TRANSFORMAÇÃO,"Equip info, eletronico, ótico",GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.3439568883059791,0.0459161228049906
ARANTES ALIMENTOS LTDA,São Paulo,2007,1600000,1600000.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO FIBRA S,A,",0.3439568883059791,0.0459161228049906
ARANTES ALIMENTOS LTDA,São Paulo,2007,400000,408420.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO FIBRA S,A,",0.3439568883059791,0.0459161228049906
ARANTES ALIMENTOS LTDA,São Paulo,2007,1600000,1600000.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO FIBRA S,A,",0.3439568883059791,0.0459161228049906
ARANTES ALIMENTOS LTDA,São Paulo,2007,400000,401627.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO FIBRA S,A,",0.3439568883059791,0.0459161228049906
"EMBRAER S,A,",São Paulo,2007,290925000,290925000.0,INDUSTRIA DE TRANSFORMAÇÃO,Outros equip transporte,GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.3439568883059791,0.0459161228049906
ARANTES ALIMENTOS LTDA,São Paulo,2007,575940,611280.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO CREFISA S,A,",0.3439568883059791,0.0459161228049906
PRENSAS SCHULER S A,São Paulo,2007,2429574,2429574.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.3439568883059791,0.0459161228049906
"EMBRAER S,A,",São Paulo,2007,484875000,484875000.0,INDUSTRIA DE TRANSFORMAÇÃO,Outros equip transporte,GRANDE,PRIVADA,BANCO DO BRASIL SA,0.3439568883059791,0.0459161228049906
"EMBRAER S,A,",São Paulo,2007,193950000,193950000.0,INDUSTRIA DE TRANSFORMAÇÃO,Outros equip transporte,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.3439568883059791,0.0459161228049906
ELEB EQUIPAMENTOS LTDA,São Paulo,2007,13664000,13664000.0,INDUSTRIA DE TRANSFORMAÇÃO,Outros equip transporte,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.3439568883059791,0.0459161228049906
ARANTES ALIMENTOS LTDA,São Paulo,2007,2303760,2303760.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO CREFISA S,A,",0.3439568883059791,0.0459161228049906
TECUMSEH DO BRASIL LTDA,São Paulo,2008,8470320,8470320.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BANCO MIZUHO DO BRASIL S,A,",0.3352334972608717,0.0606823491192653
TECUMSEH DO BRASIL LTDA,São Paulo,2008,1095300,1302000.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BANCO CREFISA S,A,",0.3352334972608717,0.0606823491192653
NETZSCH DO BRASIL INDUSTRIA E COMERCIO LTDA,Santa Catarina,2008,8485500,8485500.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,BANCO DO BRASIL SA,0.039062684745921,0.520772093612452
WEG EQUIPAMENTOS ELETRICOS S/A,Santa Catarina,2008,26311500,26311500.0,INDUSTRIA DE TRANSFORMAÇÃO,"Máq, aparelho eletrico",GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.039062684745921,0.520772093612452
TECUMSEH DO BRASIL LTDA,São Paulo,2008,4381200,4381200.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BANCO CREFISA S,A,",0.3352334972608717,0.0606823491192653
SEARA COMERCIO DE ALIMENTOS LTDA,Santa Catarina,2008,1396720,1396720.0,AGROPECUÁRIA E PESCA,Agropecuária,GRANDE,PRIVADA,"KIRTON BANK S,A, - BANCO MULTIPLO",0.039062684745921,0.0473218393549021
SEARA COMERCIO DE ALIMENTOS LTDA,Santa Catarina,2008,349180,346820.0,AGROPECUÁRIA E PESCA,Agropecuária,GRANDE,PRIVADA,"KIRTON BANK S,A, - BANCO MULTIPLO",0.039062684745921,0.0473218393549021
GENERAL MOTORS DO BRASIL LTDA,São Paulo,2008,95795000,95795000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,BANCO DO BRASIL SA,0.3352334972608717,0.0606823491192653
CEBRACE CRISTAL PLANO LTDA,São Paulo,2008,441840,441840.0,INDUSTRIA DE TRANSFORMAÇÃO,Mineral não metálico,GRANDE,PRIVADA,BANCO DO BRASIL SA,0.3352334972608717,0.0606823491192653
CEBRACE CRISTAL PLANO LTDA,São Paulo,2008,110460,139326.0,INDUSTRIA DE TRANSFORMAÇÃO,Mineral não metálico,GRANDE,PRIVADA,BANCO DO BRASIL SA,0.3352334972608717,0.0606823491192653
DAY BRASIL S/A,São Paulo,2008,1432960,1432960.0,COMERCIO E SERVICOS,Comércio,GRANDE,PRIVADA,BANCO CITIBANK S A,0.3352334972608717,0.0986654746786509
DAY BRASIL S/A,São Paulo,2008,358240,459920.0,COMERCIO E SERVICOS,Comércio,GRANDE,PRIVADA,BANCO CITIBANK S A,0.3352334972608717,0.0986654746786509
RENNER SAYERLACK /S/A,São Paulo,2008,2409660,2409660.0,INDUSTRIA DE TRANSFORMAÇÃO,Química,GRANDE,PRIVADA,"BANCO ABC BRASIL S,A,",0.3352334972608717,0.0606823491192653
RENNER SAYERLACK /S/A,São Paulo,2008,602415,612315.0,INDUSTRIA DE TRANSFORMAÇÃO,Química,GRANDE,PRIVADA,"BANCO ABC BRASIL S,A,",0.3352334972608717,0.0606823491192653
TECUMSEH DO BRASIL LTDA,São Paulo,2008,2117580,2755116.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BANCO MIZUHO DO BRASIL S,A,",0.3352334972608717,0.0606823491192653
SEARA COMERCIO DE ALIMENTOS LTDA,Santa Catarina,2008,1424160,1424160.0,AGROPECUÁRIA E PESCA,Agropecuária,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.039062684745921,0.0473218393549021
MANGELS INDUSTRIA E COMERCIO LTDA,São Paulo,2008,5476500,5476500.0,INDUSTRIA DE TRANSFORMAÇÃO,Metalurgia,GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,",0.3352334972608717,0.0606823491192653
"A,W, FABER CASTELL S,A,",São Paulo,2008,3461000,3711000.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos diversos,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.3352334972608717,0.0606823491192653
MANGELS INDUSTRIA E COMERCIO LTDA,São Paulo,2008,357160,423480.0,INDUSTRIA DE TRANSFORMAÇÃO,Metalurgia,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.3352334972608717,0.0606823491192653
DAY BRASIL S/A,São Paulo,2008,398891,467027.0,COMERCIO E SERVICOS,Comércio,GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.3352334972608717,0.0986654746786509
DAY BRASIL S/A,São Paulo,2008,1595565,1595565.0,COMERCIO E SERVICOS,Comércio,GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.3352334972608717,0.0986654746786509
AMSTED-MAXION FUNDICAO E EQUIPAMENTOS FERROVIARIOS S/A,São Paulo,2008,23751000,23751000.0,INDUSTRIA DE TRANSFORMAÇÃO,Outros equip transporte,GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.3352334972608717,0.0606823491192653
DAY BRASIL S/A,São Paulo,2008,400082,471263.0,COMERCIO E SERVICOS,Comércio,GRANDE,PRIVADA,"KIRTON BANK S,A, - BANCO MULTIPLO",0.3352334972608717,0.0986654746786509
DAY BRASIL S/A,São Paulo,2008,1600326,1600326.0,COMERCIO E SERVICOS,Comércio,GRANDE,PRIVADA,"KIRTON BANK S,A, - BANCO MULTIPLO",0.3352334972608717,0.0986654746786509
ACUCAREIRA QUATA S/A,São Paulo,2008,2343427,2735221.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.3352334972608717,0.0606823491192653
ACUCAREIRA QUATA S/A,São Paulo,2008,9373709,9373709.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.3352334972608717,0.0606823491192653
FACCHINI S/A,São Paulo,2008,3197304,3197304.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"FINANCEIRA ALFA S,A, CREDITO, FINANCIAMENTO E INVESTIME",0.3352334972608717,0.0606823491192653
PRENSAS SCHULER S A,São Paulo,2008,1131652,1131652.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.3352334972608717,0.0606823491192653
"MAXION SISTEMAS AUTOMOTIVOS LTDA,",São Paulo,2008,8102000,8102000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,BANCO DO BRASIL SA,0.3352334972608717,0.0606823491192653
LG ELECTRONICS DO BRASIL LTDA,São Paulo,2008,13078422,13078422.0,INDUSTRIA DE TRANSFORMAÇÃO,"Equip info, eletronico, ótico",GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.3352334972608717,0.0606823491192653
MANGELS INDUSTRIA E COMERCIO LTDA,São Paulo,2008,1428640,1428640.0,INDUSTRIA DE TRANSFORMAÇÃO,Metalurgia,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.3352334972608717,0.0606823491192653
LG ELECTRONICS DO BRASIL LTDA,São Paulo,2008,13078422,13078422.0,INDUSTRIA DE TRANSFORMAÇÃO,"Equip info, eletronico, ótico",GRANDE,PRIVADA,"KIRTON BANK S,A, - BANCO MULTIPLO",0.3352334972608717,0.0606823491192653
SCANIA LATIN AMERICA LTDA,São Paulo,2008,81745000,81745000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,BANCO DO BRASIL SA,0.3352334972608717,0.0606823491192653
DAY BRASIL S/A,São Paulo,2008,836400,1126200.0,COMERCIO E SERVICOS,Comércio,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.3352334972608717,0.0986654746786509
DAY BRASIL S/A,São Paulo,2008,3345600,3345600.0,COMERCIO E SERVICOS,Comércio,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.3352334972608717,0.0986654746786509
"BERTIN S,A,",São Paulo,2008,6922000,6922000.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO SAFRA S,A,",0.3352334972608717,0.0606823491192653
"BERTIN S,A,",São Paulo,2008,1730500,1855500.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO SAFRA S,A,",0.3352334972608717,0.0606823491192653
WEG EQUIPAMENTOS ELETRICOS S/A,Santa Catarina,2008,25420500,25420500.0,INDUSTRIA DE TRANSFORMAÇÃO,"Máq, aparelho eletrico",GRANDE,PRIVADA,BANCO DO BRASIL SA,0.039062684745921,0.520772093612452
"A,W, FABER CASTELL S,A,",São Paulo,2008,13844000,13844000.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos diversos,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.3352334972608717,0.0606823491192653
"BERTIN S,A,",São Paulo,2008,10369200,11133000.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,",0.3352334972608717,0.0606823491192653
"BERTIN S,A,",São Paulo,2008,20738400,20738400.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO ALFA DE INVESTIMENTO S,A,",0.3352334972608717,0.0606823491192653
"BERTIN S,A,",São Paulo,2008,41476800,41476800.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,",0.3352334972608717,0.0606823491192653
"BERTIN S,A,",São Paulo,2008,5184600,6352200.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO ALFA DE INVESTIMENTO S,A,",0.3352334972608717,0.0606823491192653
LG ELECTRONICS DO BRASIL LTDA,São Paulo,2008,13078422,13078422.0,INDUSTRIA DE TRANSFORMAÇÃO,"Equip info, eletronico, ótico",GRANDE,PRIVADA,"BANCO ALFA DE INVESTIMENTO S,A,",0.3352334972608717,0.0606823491192653
ALTENBURG TEXTIL LTDA,Santa Catarina,2008,5174400,5174400.0,INDUSTRIA DE TRANSFORMAÇÃO,Têxtil,GRANDE,PRIVADA,"FINANCEIRA ALFA S,A, CREDITO, FINANCIAMENTO E INVESTIME",0.039062684745921,0.520772093612452
"ZEN S,A, INDUSTRIA METALURGICA",Santa Catarina,2008,3261400,3261400.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"KIRTON BANK S,A, - BANCO MULTIPLO",0.039062684745921,0.520772093612452
"TIGRE S,A, PARTICIPACOES",Santa Catarina,2008,6728800,6728800.0,INDUSTRIA DE TRANSFORMAÇÃO,Borracha e plástico,GRANDE,PRIVADA,BANCO DO BRASIL SA,0.039062684745921,0.520772093612452
"BERTIN S,A,",São Paulo,2008,118250000,118250000.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,",0.3352334972608717,0.0606823491192653
"BERTIN S,A,",São Paulo,2008,47300000,47300000.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.3352334972608717,0.0606823491192653
"BERTIN S,A,",São Paulo,2008,118250000,118250000.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.3352334972608717,0.0606823491192653
"BERTIN S,A,",São Paulo,2008,24832500,24832500.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO ABC BRASIL S,A,",0.3352334972608717,0.0606823491192653
AJINOMOTO INTERAMERICANA INDUSTRIA E COMERCIO LTDA,São Paulo,2008,11573500,11845000.0,INDUSTRIA DE TRANSFORMAÇÃO,Química,GRANDE,PRIVADA,BANCO DO BRASIL SA,0.3352334972608717,0.0606823491192653
AJINOMOTO INTERAMERICANA INDUSTRIA E COMERCIO LTDA,São Paulo,2008,11573500,11573500.0,INDUSTRIA DE TRANSFORMAÇÃO,Química,GRANDE,PRIVADA,BANCO DO BRASIL SA,0.3352334972608717,0.0606823491192653
DAY BRASIL S/A,São Paulo,2008,2000019,2000019.0,COMERCIO E SERVICOS,Comércio,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.3352334972608717,0.0986654746786509
AMSTED-MAXION FUNDICAO E EQUIPAMENTOS FERROVIARIOS S/A,São Paulo,2008,65100000,65100000.0,INDUSTRIA DE TRANSFORMAÇÃO,Outros equip transporte,GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,",0.3352334972608717,0.0606823491192653
"MARELLI COFAP DO BRASIL LTDA,",São Paulo,2008,25584000,25584000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,BANCO DO BRASIL SA,0.3352334972608717,0.0606823491192653
JBS S/A,São Paulo,2008,105755000,105755000.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,",0.3352334972608717,0.0606823491192653
"MAHLE METAL LEVE S,A,",São Paulo,2008,65454000,65454000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,BANCO DO BRASIL SA,0.3352334972608717,0.0606823491192653
INDUSTRIA E COMERCIO DE COSMETICOS NATURA LTDA,São Paulo,2008,4956408,5225121.0,INDUSTRIA DE TRANSFORMAÇÃO,Química,GRANDE,PRIVADA,BANCO DO BRASIL SA,0.3352334972608717,0.0606823491192653
INDUSTRIA E COMERCIO DE COSMETICOS NATURA LTDA,São Paulo,2008,19825632,19825632.0,INDUSTRIA DE TRANSFORMAÇÃO,Química,GRANDE,PRIVADA,BANCO DO BRASIL SA,0.3352334972608717,0.0606823491192653
CURTUME DELLA TORRE LTDA,São Paulo,2008,2280000,2280000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Couro, artefato e calçado",MÉDIA,PRIVADA,"BANCO BRADESCO S,A,",0.3352334972608717,0.0606823491192653
LG ELECTRONICS DO BRASIL LTDA,São Paulo,2008,18396800,18396800.0,INDUSTRIA DE TRANSFORMAÇÃO,"Equip info, eletronico, ótico",GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,",0.3352334972608717,0.0606823491192653
LG ELECTRONICS DO BRASIL LTDA,São Paulo,2008,19421600,19421600.0,INDUSTRIA DE TRANSFORMAÇÃO,"Equip info, eletronico, ótico",GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,",0.3352334972608717,0.0606823491192653
LG ELECTRONICS DO BRASIL LTDA,São Paulo,2008,43698600,43698600.0,INDUSTRIA DE TRANSFORMAÇÃO,"Equip info, eletronico, ótico",GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.3352334972608717,0.0606823491192653
ROSSET & CIA LTDA,São Paulo,2008,12138500,11772000.0,INDUSTRIA DE TRANSFORMAÇÃO,Têxtil,GRANDE,PRIVADA,BANCO DO BRASIL SA,0.3352334972608717,0.0606823491192653
"MERCEDES-BENZ DO BRASIL LTDA,",São Paulo,2008,176250000,176250000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,BANCO DO BRASIL SA,0.3352334972608717,0.0606823491192653
"MERCEDES-BENZ DO BRASIL LTDA,",São Paulo,2008,82250000,82250000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.3352334972608717,0.0606823491192653
"MERCEDES-BENZ DO BRASIL LTDA,",São Paulo,2008,94000000,94000000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.3352334972608717,0.0606823491192653
PRENSAS SCHULER S A,São Paulo,2008,25755595,25755595.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,BANCO DO BRASIL SA,0.3352334972608717,0.0606823491192653
VITAPELLI LTDA,São Paulo,2008,10555650,10555650.0,INDUSTRIA DE TRANSFORMAÇÃO,"Couro, artefato e calçado",GRANDE,PRIVADA,BANCO VOITER SA,0.3352334972608717,0.0606823491192653
COMPANHIA FABRIL LEPPER,Santa Catarina,2008,2009625,2009625.0,INDUSTRIA DE TRANSFORMAÇÃO,Têxtil,GRANDE,PRIVADA,"KIRTON BANK S,A, - BANCO MULTIPLO",0.039062684745921,0.520772093612452
VITAPELLI LTDA,São Paulo,2008,7037100,7037100.0,INDUSTRIA DE TRANSFORMAÇÃO,"Couro, artefato e calçado",GRANDE,PRIVADA,BANCO VOITER SA,0.3352334972608717,0.0606823491192653
VOLKSWAGEN TRUCK & BUS INDUSTRIA E COMERCIO DE VEICULOS,São Paulo,2008,141900000,141900000.0,COMERCIO E SERVICOS,"Ativ imobil, profissional e adm",GRANDE,PRIVADA,BANCO DO BRASIL SA,0.3352334972608717,0.0986654746786509
VOLKSWAGEN TRUCK & BUS INDUSTRIA E COMERCIO DE VEICULOS,São Paulo,2008,141900000,141900000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.3352334972608717,0.0606823491192653
"EMBRAER S,A,",São Paulo,2008,250040000,250040000.0,INDUSTRIA DE TRANSFORMAÇÃO,Outros equip transporte,GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.3352334972608717,0.0606823491192653
"EMBRAER S,A,",São Paulo,2008,750120000,750120000.0,INDUSTRIA DE TRANSFORMAÇÃO,Outros equip transporte,GRANDE,PRIVADA,BANCO DO BRASIL SA,0.3352334972608717,0.0606823491192653
WEG EQUIPAMENTOS ELETRICOS S/A,Santa Catarina,2008,25233000,25233000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Máq, aparelho eletrico",GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.039062684745921,0.520772093612452
ALTENBURG TEXTIL LTDA,Santa Catarina,2008,3314000,3314000.0,INDUSTRIA DE TRANSFORMAÇÃO,Têxtil,GRANDE,PRIVADA,BANCO DO BRASIL SA,0.039062684745921,0.520772093612452
WEG EQUIPAMENTOS ELETRICOS S/A,Santa Catarina,2008,24397500,24397500.0,INDUSTRIA DE TRANSFORMAÇÃO,"Máq, aparelho eletrico",GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,",0.039062684745921,0.520772093612452
ELECTRO ACO ALTONA S A,Santa Catarina,2008,3285600,3285600.0,INDUSTRIA DE TRANSFORMAÇÃO,Metalurgia,GRANDE,PRIVADA,BANCO VOITER SA,0.039062684745921,0.520772093612452
WEG EQUIPAMENTOS ELETRICOS S/A,Santa Catarina,2008,24076500,24076500.0,INDUSTRIA DE TRANSFORMAÇÃO,"Máq, aparelho eletrico",GRANDE,PRIVADA,BANCO DO BRASIL SA,0.039062684745921,0.520772093612452
ELEB EQUIPAMENTOS LTDA,São Paulo,2008,19159000,19159000.0,INDUSTRIA DE TRANSFORMAÇÃO,Outros equip transporte,GRANDE,PRIVADA,BANCO DO BRASIL SA,0.3352334972608717,0.0606823491192653
"ITAUTEC S,A, - GRUPO ITAUTEC",São Paulo,2008,7663600,7663600.0,INDUSTRIA DE TRANSFORMAÇÃO,"Equip info, eletronico, ótico",GRANDE,PRIVADA,BANCO DO BRASIL SA,0.3352334972608717,0.0606823491192653
"GDC ALIMENTOS S,A",São Paulo,2008,1287860,1620290.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,BANCO DO BRASIL SA,0.3352334972608717,0.0606823491192653
"GDC ALIMENTOS S,A",São Paulo,2008,5151440,5151440.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,BANCO DO BRASIL SA,0.3352334972608717,0.0606823491192653
PARAMOUNT TEXTEIS INDUSTRIA E COMERCIO SA,São Paulo,2008,9569600,9288400.0,INDUSTRIA DE TRANSFORMAÇÃO,Têxtil,GRANDE,PRIVADA,BANCO DO BRASIL SA,0.3352334972608717,0.0606823491192653
TECUMSEH DO BRASIL LTDA,São Paulo,2008,1913920,1844480.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BANCO MIZUHO DO BRASIL S,A,",0.3352334972608717,0.0606823491192653
TECUMSEH DO BRASIL LTDA,São Paulo,2008,7655680,7655680.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BANCO MIZUHO DO BRASIL S,A,",0.3352334972608717,0.0606823491192653
"TIGRE S,A, PARTICIPACOES",Santa Catarina,2008,1682200,1668100.0,INDUSTRIA DE TRANSFORMAÇÃO,Borracha e plástico,GRANDE,PRIVADA,BANCO DO BRASIL SA,0.039062684745921,0.520772093612452
TECUMSEH DO BRASIL LTDA,São Paulo,2008,1040600,1014464.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BANCO MIZUHO DO BRASIL S,A,",0.3352334972608717,0.0606823491192653
"MARELLI COFAP DO BRASIL LTDA,",São Paulo,2008,47300000,47300000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,",0.3352334972608717,0.0606823491192653
"GDC ALIMENTOS S,A",São Paulo,2008,2400000,2400000.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"HAITONG BANCO DE INVESTIMENTO DO BRASIL S,A,",0.3352334972608717,0.0606823491192653
LG ELECTRONICS DO BRASIL LTDA,São Paulo,2008,47300000,47300000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Equip info, eletronico, ótico",GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.3352334972608717,0.0606823491192653
LG ELECTRONICS DO BRASIL LTDA,São Paulo,2008,18920000,18920000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Equip info, eletronico, ótico",GRANDE,PRIVADA,"BANCO ALFA DE INVESTIMENTO S,A,",0.3352334972608717,0.0606823491192653
LG ELECTRONICS DO BRASIL LTDA,São Paulo,2008,11825000,11825000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Equip info, eletronico, ótico",GRANDE,PRIVADA,"BANCO KDB DO BRASIL S,A,",0.3352334972608717,0.0606823491192653
TOLEDO DO BRASIL INDUSTRIA DE BALANCAS LTDA,São Paulo,2008,1629764,1629764.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,BANCO DO BRASIL SA,0.3352334972608717,0.0606823491192653
TOLEDO DO BRASIL INDUSTRIA DE BALANCAS LTDA,São Paulo,2008,349963,349963.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,BANCO DO BRASIL SA,0.3352334972608717,0.0606823491192653
"EMBRAER S,A,",São Paulo,2008,248290000,248290000.0,INDUSTRIA DE TRANSFORMAÇÃO,Outros equip transporte,GRANDE,PRIVADA,CAIXA ECONOMICA FEDERAL,0.3352334972608717,0.0606823491192653
TECUMSEH DO BRASIL LTDA,São Paulo,2008,9600000,9600000.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BANCO FIBRA S,A,",0.3352334972608717,0.0606823491192653
