,Cliente,UF,Ano da Operação,Valor da Operação em R$,Valor Desembolsado em Reais,Setor CNAE,Subsetor CNAE Agrupado,Porte do cliente,Natureza,Instituição Financeira Credenciada,Contribuição do UF ao PIB Nacional (%)
324,VISTEON SISTEMAS AUTOMOTIVOS LTDA,São Paulo,2002,18133800,20305800.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,BANCO DO BRASIL SA,0.34852448255340945
323,CONFAB INDUSTRIAL SOCIEDADE ANONIMA,São Paulo,2002,9066900,9080884.0,INDUSTRIA DE TRANSFORMAÇÃO,Produto de metal,GRANDE,PRIVADA,BANCO DO BRASIL SA,0.34852448255340945
319,ALSTOM HYDRO ENERGIA BRASIL LTDA,São Paulo,2002,8806226,10931223.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,MASSA FALIDA DO BANCO SANTOS,0.34852448255340945
336,SANTHER FABRICA DE PAPEL SANTA THEREZINHA S/A,São Paulo,2002,6057200,6768600.0,INDUSTRIA DE TRANSFORMAÇÃO,Celulose e papel,GRANDE,PRIVADA,"BOSTON NEGOCIOS E PARTICIPACOES LTDA,",0.34852448255340945
181,"MONTECITRUS TRADING S/A,",São Paulo,2002,4712550,4782600.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BOSTON NEGOCIOS E PARTICIPACOES LTDA,",0.34852448255340945
255,COMPANHIA SUZANO DE PAPEL E CELULOSE,São Paulo,2002,9236400,9296400.0,INDUSTRIA DE TRANSFORMAÇÃO,Celulose e papel,GRANDE,PRIVADA,"BANCO MODAL S,A,",0.34852448255340945
253,ROLAMENTOS FAG LTDA,São Paulo,2002,6157600,6168370.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.34852448255340945
615,CASAGRANDE REVESTIMENTOS CERAMICOS S/A,Paraná,2002,541695,541695.0,INDUSTRIA DE TRANSFORMAÇÃO,Mineral não metálico,MÉDIA,PRIVADA,BANCO DO BRASIL SA,0.05926683846806332
614,LAVRADORA RACIONAL DE MADEIRAS LAVRAMA S A,Paraná,2002,1083390,1083390.0,INDUSTRIA DE TRANSFORMAÇÃO,Madeira,GRANDE,PRIVADA,"BANCO BRADESCO FINANCIAMENTOS S,A,",0.05926683846806332
597,ISOGAMA INDUSTRIA QUIMICA LTDA,Paraná,2002,374060,374060.0,INDUSTRIA DE TRANSFORMAÇÃO,Química,MÉDIA,PRIVADA,"ITAU UNIBANCO S,A,",0.05926683846806332
591,NIROFLEX IMPORTACAO E EXPORTACAO LTDA,Paraná,2002,1168435,1168435.0,INDUSTRIA DE TRANSFORMAÇÃO,Madeira,MÉDIA,PRIVADA,"BANCO FIBRA S,A,",0.05926683846806332
584,ODEBRECHT COMERCIO E INDUSTRIA DE CAFE LTDA,Paraná,2002,1593471,1593471.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,MICRO,PRIVADA,"BANCO MODAL S,A,",0.05926683846806332
580,PALMALI - INDUSTRIAL DE ALIMENTOS LTDA,Paraná,2002,4746240,4746240.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,SEM NOME,0.05926683846806332
579,PALMALI - INDUSTRIAL DE ALIMENTOS LTDA,Paraná,2002,1186560,1095352.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,SEM NOME,0.05926683846806332
631,BOTICA COMERCIAL FARMACEUTICA LTDA,Paraná,2002,362180,360170.0,INDUSTRIA DE TRANSFORMAÇÃO,Química,GRANDE,PRIVADA,BANCO DO BRASIL SA,0.05926683846806332
561,ANDREAZZA MADEIRAS EIRELI,Paraná,2002,788134,715656.0,INDUSTRIA DE TRANSFORMAÇÃO,Madeira,MICRO,PRIVADA,"KIRTON BANK S,A, - BANCO MULTIPLO",0.05926683846806332
555,ODEBRECHT COMERCIO E INDUSTRIA DE CAFE LTDA,Paraná,2002,1581103,1581103.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,MICRO,PRIVADA,"BANCO MODAL S,A,",0.05926683846806332
550,ANGELO CAMILOTTI CIA LTDA,Paraná,2002,975138,891427.0,INDUSTRIA DE TRANSFORMAÇÃO,Madeira,MÉDIA,PRIVADA,"BANCO BRADESCO FINANCIAMENTOS S,A,",0.05926683846806332
525,C S PESQUISAS E PARTICIPACOES INDUSTRIAIS LTDA,Paraná,2002,739040,739040.0,INDUSTRIA DE TRANSFORMAÇÃO,"Couro, artefato e calçado",GRANDE,PRIVADA,CHINA CONSTRUCTION BANK (BRASIL) BANCO MULTIPLO S/A,0.05926683846806332
503,"ARAUCO DO BRASIL S,A,",Paraná,2002,11562300,11562300.0,INDUSTRIA DE TRANSFORMAÇÃO,Madeira,GRANDE,PRIVADA,CHINA CONSTRUCTION BANK (BRASIL) BANCO MULTIPLO S/A,0.05926683846806332
502,"ARAUCO DO BRASIL S,A,",Paraná,2002,3854100,3854100.0,INDUSTRIA DE TRANSFORMAÇÃO,Madeira,GRANDE,PRIVADA,MASSA FALIDA DO BANCO SANTOS,0.05926683846806332
495,"ARAUCO DO BRASIL S,A,",Paraná,2002,4689500,4689500.0,INDUSTRIA DE TRANSFORMAÇÃO,Madeira,GRANDE,PRIVADA,MASSA FALIDA DO BANCO SANTOS,0.05926683846806332
489,FERTIPAR FERTILIZANTES DO PARANA LIMITADA,Paraná,2002,26079900,27459600.0,INDUSTRIA DE TRANSFORMAÇÃO,Química,GRANDE,PRIVADA,"BOSTON NEGOCIOS E PARTICIPACOES LTDA,",0.05926683846806332
559,NIROFLEX IMPORTACAO E EXPORTACAO LTDA,Paraná,2002,3912500,3912500.0,INDUSTRIA DE TRANSFORMAÇÃO,Madeira,MÉDIA,PRIVADA,CHINA CONSTRUCTION BANK (BRASIL) BANCO MULTIPLO S/A,0.05926683846806332
254,BRASWEY S A INDUSTRIA E COMERCIO,São Paulo,2002,17241280,17493840.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.34852448255340945
632,BOTICA COMERCIAL FARMACEUTICA LTDA,Paraná,2002,1448720,1448720.0,INDUSTRIA DE TRANSFORMAÇÃO,Química,GRANDE,PRIVADA,BANCO DO BRASIL SA,0.05926683846806332
659,SEARA IND E COM DE PRODUTOS AGRO-PECUARIOS LTDA,Paraná,2002,1256115,1256115.0,AGROPECUÁRIA E PESCA,Agropecuária,GRANDE,PRIVADA,"BANCO ITAUBANK S,A",0.05926683846806332
252,AJINOMOTO INTERAMERICANA INDUSTRIA E COMERCIO LTDA,São Paulo,2002,3078800,3088627.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,BANCO DO BRASIL SA,0.34852448255340945
251,TINTO HOLDING LTDA,São Paulo,2002,3694560,3707881.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,BANCO PINE S/A,0.34852448255340945
248,USINA MOEMA ACUCAR E ALCOOL LTDA,São Paulo,2002,5541840,6752880.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BOSTON NEGOCIOS E PARTICIPACOES LTDA,",0.34852448255340945
235,"USINAS SIDERURGICAS DE MINAS GERAIS S/A, USIMINAS",São Paulo,2002,3078800,3150600.0,INDUSTRIA DE TRANSFORMAÇÃO,Metalurgia,GRANDE,PRIVADA,CHINA CONSTRUCTION BANK (BRASIL) BANCO MULTIPLO S/A,0.34852448255340945
234,"USINAS SIDERURGICAS DE MINAS GERAIS S/A, USIMINAS",São Paulo,2002,1539400,1575300.0,INDUSTRIA DE TRANSFORMAÇÃO,Metalurgia,GRANDE,PRIVADA,CHINA CONSTRUCTION BANK (BRASIL) BANCO MULTIPLO S/A,0.34852448255340945
233,"USINAS SIDERURGICAS DE MINAS GERAIS S/A, USIMINAS",São Paulo,2002,3078800,3150600.0,INDUSTRIA DE TRANSFORMAÇÃO,Metalurgia,GRANDE,PRIVADA,CHINA CONSTRUCTION BANK (BRASIL) BANCO MULTIPLO S/A,0.34852448255340945
232,AJINOMOTO DO BRASIL INDUSTRIA E COMERCIO DE ALIMENTOS L,São Paulo,2002,3078800,3088308.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,BANCO DO BRASIL SA,0.34852448255340945
638,C S PESQUISAS E PARTICIPACOES INDUSTRIAIS LTDA,Paraná,2002,426324,426324.0,INDUSTRIA DE TRANSFORMAÇÃO,"Couro, artefato e calçado",GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.05926683846806332
231,"ACOS VILLARES S/A,",São Paulo,2002,6157600,7789800.0,INDUSTRIA DE TRANSFORMAÇÃO,Produto de metal,GRANDE,PRIVADA,"BANCO UNICO S,A,",0.34852448255340945
229,OXITENO S A INDUSTRIA E COMERCIO,São Paulo,2002,9340800,9363867.0,INDUSTRIA DE TRANSFORMAÇÃO,Química,GRANDE,PRIVADA,"BANCO ITAUBANK S,A",0.34852448255340945
813,EMILIO B GOMES E FILHOS S A IND COM E EXP DE MADEIRAS,Paraná,2002,704611,704611.0,INDUSTRIA DE TRANSFORMAÇÃO,Madeira,MÉDIA,PRIVADA,"BANCO VOTORANTIM S,A,",0.05926683846806332
752,CASAGRANDE REVESTIMENTOS CERAMICOS S/A,Paraná,2002,562890,562890.0,INDUSTRIA DE TRANSFORMAÇÃO,Mineral não metálico,MÉDIA,PRIVADA,BANCO DO BRASIL SA,0.05926683846806332
727,IBEMA COMPANHIA BRASILEIRA DE PAPEL,Paraná,2002,1818250,1818250.0,INDUSTRIA DE TRANSFORMAÇÃO,Celulose e papel,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.05926683846806332
691,COMPENSADOS E LAMINADOS LAVRASUL S/A,Paraná,2002,1419680,1419680.0,INDUSTRIA DE TRANSFORMAÇÃO,Madeira,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.05926683846806332
674,SEARA IND E COM DE PRODUTOS AGRO-PECUARIOS LTDA,Paraná,2002,1228605,1228605.0,AGROPECUÁRIA E PESCA,Agropecuária,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.05926683846806332
661,WAP DO BRASIL LTDA,Paraná,2002,355470,355470.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"KIRTON BANK S,A, - BANCO MULTIPLO",0.05926683846806332
230,"USINAS SIDERURGICAS DE MINAS GERAIS S/A, USIMINAS",São Paulo,2002,3078800,3324000.0,INDUSTRIA DE TRANSFORMAÇÃO,Metalurgia,GRANDE,PRIVADA,CHINA CONSTRUCTION BANK (BRASIL) BANCO MULTIPLO S/A,0.34852448255340945
180,CURTUME TOURO LTDA,São Paulo,2002,1256680,1208920.0,INDUSTRIA DE TRANSFORMAÇÃO,"Couro, artefato e calçado",MÉDIA,PRIVADA,"KIRTON BANK S,A, - BANCO MULTIPLO",0.34852448255340945
179,"MINERVA S,A,",São Paulo,2002,3141700,3751600.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BOSTON NEGOCIOS E PARTICIPACOES LTDA,",0.34852448255340945
178,SUCOCITRICO CUTRALE LTDA,São Paulo,2002,25133600,24178400.0,AGROPECUÁRIA E PESCA,Agropecuária,GRANDE,PRIVADA,"BANCO SAFRA S,A,",0.34852448255340945
421,EXPORTADORA BOM RETIRO LTDA,Rondônia,2002,3123900,3123900.0,INDUSTRIA DE TRANSFORMAÇÃO,"Couro, artefato e calçado",MÉDIA,PRIVADA,CHINA CONSTRUCTION BANK (BRASIL) BANCO MULTIPLO S/A,0.0050159147115118145
602,EXPORTADORA BOM RETIRO LTDA,Rondônia,2002,1069908,1069908.0,INDUSTRIA DE TRANSFORMAÇÃO,"Couro, artefato e calçado",GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.0050159147115118145
603,EXPORTADORA BOM RETIRO LTDA,Rondônia,2002,764220,764220.0,INDUSTRIA DE TRANSFORMAÇÃO,"Couro, artefato e calçado",GRANDE,PRIVADA,"BANCO SAFRA S,A,",0.0050159147115118145
10,"BRF S,A,",Santa Catarina,2002,59667500,59747241.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.036594813697212174
11,"BRF S,A,",Santa Catarina,2002,59102500,59175408.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,BANCO DO BRASIL SA,0.036594813697212174
19,ADAMI SA MADEIRAS,Santa Catarina,2002,2422800,2352000.0,INDUSTRIA DE TRANSFORMAÇÃO,Madeira,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.036594813697212174
32,CERAMARTE LIMITADA,Santa Catarina,2002,726068,713239.0,INDUSTRIA DE TRANSFORMAÇÃO,Mineral não metálico,MÉDIA,PRIVADA,"BANCO BRADESCO FINANCIAMENTOS S,A,",0.036594813697212174
243,EXPORTADORA BOM RETIRO LTDA,Rondônia,2002,2463040,2463040.0,INDUSTRIA DE TRANSFORMAÇÃO,"Couro, artefato e calçado",GRANDE,PRIVADA,"BADESUL DESENVOLVIMENTO S,A, - AGENCIA DE FOMENTO/RS",0.0050159147115118145
57,SCHULZ S/A,Santa Catarina,2002,2284200,2288743.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.036594813697212174
89,CHAPECO COMPANHIA INDUSTRIAL DE ALIMENTOS,Santa Catarina,2002,45976000,46275681.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,SEM NOME,0.036594813697212174
92,CHAPECO COMPANHIA INDUSTRIAL DE ALIMENTOS,Santa Catarina,2002,12600500,12639745.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,MASSA FALIDA DO BANCO SANTOS,0.036594813697212174
101,PBG S/A,Santa Catarina,2002,5273400,5284575.0,INDUSTRIA DE TRANSFORMAÇÃO,Mineral não metálico,GRANDE,PRIVADA,"AGENCIA DE FOMENTO DO ESTADO DE SANTA CATARINA S,A, - B",0.036594813697212174
109,ROHDEN PORTAS E PAINEIS LTDA,Santa Catarina,2002,862920,915495.0,INDUSTRIA DE TRANSFORMAÇÃO,Madeira,MÉDIA,PRIVADA,"BANCO BRADESCO FINANCIAMENTOS S,A,",0.036594813697212174
114,INCASA INDUSTRIA E COMERCIO CATARINENSE S A,Santa Catarina,2002,2861700,1711329.0,INDUSTRIA DE TRANSFORMAÇÃO,Química,GRANDE,PRIVADA,CHINA CONSTRUCTION BANK (BRASIL) BANCO MULTIPLO S/A,0.036594813697212174
121,POMI FRUTAS S/A,Santa Catarina,2002,2706045,2716786.0,AGROPECUÁRIA E PESCA,Agropecuária,MÉDIA,PRIVADA,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL,0.036594813697212174
136,POMIFRAI FRUTICULTURA SA,Santa Catarina,2002,2599146,2604776.0,AGROPECUÁRIA E PESCA,Agropecuária,MÉDIA,PRIVADA,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL,0.036594813697212174
59,SCHULZ S/A,Santa Catarina,2002,2270900,2275005.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.036594813697212174
149,CERAMARTE LIMITADA,Santa Catarina,2002,1161385,1251979.0,INDUSTRIA DE TRANSFORMAÇÃO,Mineral não metálico,MÉDIA,PRIVADA,"BANCO BRADESCO FINANCIAMENTOS S,A,",0.036594813697212174
222,EXPORTADORA BOM RETIRO LTDA,Rondônia,2002,615760,769825.0,INDUSTRIA DE TRANSFORMAÇÃO,"Couro, artefato e calçado",GRANDE,PRIVADA,"BADESUL DESENVOLVIMENTO S,A, - AGENCIA DE FOMENTO/RS",0.0050159147115118145
789,PBG S/A,Rio de Janeiro,2002,3631800,3631800.0,INDUSTRIA DE TRANSFORMAÇÃO,Mineral não metálico,GRANDE,PRIVADA,CHINA CONSTRUCTION BANK (BRASIL) BANCO MULTIPLO S/A,0.12379936205204375
451,RYGY COELI CONFECCOES LTDA,Rio de Janeiro,2002,299160,299160.0,INDUSTRIA DE TRANSFORMAÇÃO,"Confec, vestuário e acessórios",MICRO,PRIVADA,BANCO DO BRASIL SA,0.12379936205204375
452,INDUSTRIAS SINIMBU S/A,Rio de Janeiro,2002,332400,332400.0,INDUSTRIA DE TRANSFORMAÇÃO,Têxtil,MÉDIA,PRIVADA,BANCO DO BRASIL SA,0.12379936205204375
479,"THOR GRANITOS E MARMORES LTDA,",Rio de Janeiro,2002,1810800,1961400.0,INDUSTRIA DE TRANSFORMAÇÃO,Mineral não metálico,MÉDIA,PRIVADA,MASSA FALIDA DO BANCO SANTOS,0.12379936205204375
480,SILIMED - INDUSTRIA DE IMPLANTES LTDA,Rio de Janeiro,2002,2716200,2906925.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos diversos,MÉDIA,PRIVADA,MASSA FALIDA DO BANCO SANTOS,0.12379936205204375
500,SENDAS COMERCIO EXTERIOR S/A,Rio de Janeiro,2002,11254800,11556000.0,AGROPECUÁRIA E PESCA,Agropecuária,GRANDE,PRIVADA,MASSA FALIDA DO BANCO SANTOS,0.12379936205204375
512,"HI-CARE INDUSTRIA E COMERCIO LTDA,",Rio de Janeiro,2002,3013192,3013192.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos diversos,MÉDIA,PRIVADA,"MASSA FALIDA DO BANCO BVA S,A,",0.12379936205204375
513,LANXESS ELASTOMEROS DO BRASIL S/A,Rio de Janeiro,2002,2336940,2185042.0,INDUSTRIA DE TRANSFORMAÇÃO,Química,GRANDE,PRIVADA,"BANCO UNICO S,A,",0.12379936205204375
800,MAHLE HIRSCHVOGEL FORJAS S/A,Rio de Janeiro,2002,2172358,2172358.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",MÉDIA,PRIVADA,"ITAU UNIBANCO S,A,",0.12379936205204375
514,LANXESS ELASTOMEROS DO BRASIL S/A,Rio de Janeiro,2002,9347760,9347760.0,INDUSTRIA DE TRANSFORMAÇÃO,Química,GRANDE,PRIVADA,"BANCO UNICO S,A,",0.12379936205204375
516,LANXESS ELASTOMEROS DO BRASIL S/A,Rio de Janeiro,2002,9347760,9347760.0,INDUSTRIA DE TRANSFORMAÇÃO,Química,GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.12379936205204375
569,"INGEVITY QUIMICA LTDA,",Rio de Janeiro,2002,1186560,1186560.0,INDUSTRIA DE TRANSFORMAÇÃO,Química,MÉDIA,PRIVADA,"BANCO SAFRA S,A,",0.12379936205204375
611,CROYDONMAQ INDUSTRIAL EIRELI,Rio de Janeiro,2002,325017,325017.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,MICRO,PRIVADA,BANCO DO BRASIL SA,0.12379936205204375
687,LABORATORIOS B BRAUN S/A,Rio de Janeiro,2002,3549200,3549200.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos diversos,GRANDE,PRIVADA,"BANCO ITAUBANK S,A",0.12379936205204375
751,"DS & HA LOGISTICA IMP, E EXPORT, LTDA",Rio de Janeiro,2002,18763000,18763000.0,COMERCIO E SERVICOS,Comércio,MÉDIA,PRIVADA,"BANCO RURAL S,A - EM LIQUIDACAO EXTRAJUDICIAL",0.12379936205204375
759,PBG S/A,Rio de Janeiro,2002,3798000,3798000.0,INDUSTRIA DE TRANSFORMAÇÃO,Mineral não metálico,GRANDE,PRIVADA,"BANCO SAFRA S,A,",0.12379936205204375
764,BRASCAN QUIMICOS E SOLDAS LTDA,Rio de Janeiro,2002,1884250,1884250.0,INDUSTRIA DE TRANSFORMAÇÃO,Metalurgia,GRANDE,PRIVADA,"BANCO BRADESCO FINANCIAMENTOS S,A,",0.12379936205204375
515,LANXESS ELASTOMEROS DO BRASIL S/A,Rio de Janeiro,2002,2336940,2138648.0,INDUSTRIA DE TRANSFORMAÇÃO,Química,GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.12379936205204375
450,COMPANHIA SIDERURGICA NACIONAL,Rio de Janeiro,2002,26592000,31382400.0,INDUSTRIA DE TRANSFORMAÇÃO,Metalurgia,GRANDE,PRIVADA,"MASSA FALIDA DO BANCO BVA S,A,",0.12379936205204375
162,AGRICOLA FRAIBURGO SA,Santa Catarina,2002,4877271,4774413.0,AGROPECUÁRIA E PESCA,Agropecuária,MÉDIA,PRIVADA,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL,0.036594813697212174
226,INDUSTRIAS ARTEFAMA SA,Santa Catarina,2002,1556800,1692150.0,INDUSTRIA DE TRANSFORMAÇÃO,Móveis,GRANDE,PRIVADA,"BOSTON NEGOCIOS E PARTICIPACOES LTDA,",0.036594813697212174
428,"FARFALLA TEXTIL LTDA,",Santa Catarina,2002,780975,780975.0,INDUSTRIA DE TRANSFORMAÇÃO,"Confec, vestuário e acessórios",GRANDE,PRIVADA,CHINA CONSTRUCTION BANK (BRASIL) BANCO MULTIPLO S/A,0.036594813697212174
439,SINCOL SA INDUSTRIA E COMERCIO,Santa Catarina,2002,630120,630120.0,INDUSTRIA DE TRANSFORMAÇÃO,Madeira,MÉDIA,PRIVADA,"BANCO BRADESCO FINANCIAMENTOS S,A,",0.036594813697212174
440,INDUSTRIAL DE MOVEIS GROBE LTDA,Santa Catarina,2002,157530,194745.0,INDUSTRIA DE TRANSFORMAÇÃO,Móveis,MÉDIA,PRIVADA,"KIRTON BANK S,A, - BANCO MULTIPLO",0.036594813697212174
441,FEZER INDUSTRIA MECANICA S/A,Santa Catarina,2002,956520,1155600.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,MÉDIA,PRIVADA,"KIRTON BANK S,A, - BANCO MULTIPLO",0.036594813697212174
448,CERAMARTE LIMITADA,Santa Catarina,2002,637680,637680.0,INDUSTRIA DE TRANSFORMAÇÃO,Mineral não metálico,MÉDIA,PRIVADA,CHINA CONSTRUCTION BANK (BRASIL) BANCO MULTIPLO S/A,0.036594813697212174
458,HC BRASIL TEXTIL LTDA,Santa Catarina,2002,338430,392280.0,INDUSTRIA DE TRANSFORMAÇÃO,"Confec, vestuário e acessórios",MÉDIA,PRIVADA,BANCO DO BRASIL SA,0.036594813697212174
464,FABRICA DE TECIDOS CARLOS RENAUX S/A EM LIQUIDACAO,Santa Catarina,2002,1405357,1579320.0,INDUSTRIA DE TRANSFORMAÇÃO,Têxtil,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.036594813697212174
427,"BRF S,A,",Santa Catarina,2002,24991200,24991200.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.036594813697212174
499,ZM SA,Santa Catarina,2002,937900,968975.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",MÉDIA,PRIVADA,BANCO DO BRASIL SA,0.036594813697212174
532,OXFORD PORCELANAS S/A,Santa Catarina,2002,3701700,3701700.0,INDUSTRIA DE TRANSFORMAÇÃO,Mineral não metálico,MÉDIA,PRIVADA,"BOSTON NEGOCIOS E PARTICIPACOES LTDA,",0.036594813697212174
553,TUPY S/A,Santa Catarina,2002,3924500,3924500.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BRKB DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S,A",0.036594813697212174
567,CASAGRANDE REVESTIMENTOS CERAMICOS S/A,Santa Catarina,2002,593280,593280.0,INDUSTRIA DE TRANSFORMAÇÃO,Mineral não metálico,MÉDIA,PRIVADA,"KIRTON BANK S,A, - BANCO MULTIPLO",0.036594813697212174
568,POMI FRUTAS S/A,Santa Catarina,2002,791040,791040.0,AGROPECUÁRIA E PESCA,Agropecuária,MÉDIA,PRIVADA,"BANCO SAFRA S,A,",0.036594813697212174
592,OXFORD PORCELANAS S/A,Santa Catarina,2002,967600,967600.0,INDUSTRIA DE TRANSFORMAÇÃO,Mineral não metálico,MÉDIA,PRIVADA,CHINA CONSTRUCTION BANK (BRASIL) BANCO MULTIPLO S/A,0.036594813697212174
595,OXFORD PORCELANAS S/A,Santa Catarina,2002,3801500,3801500.0,INDUSTRIA DE TRANSFORMAÇÃO,Mineral não metálico,MÉDIA,PRIVADA,"ITAU UNIBANCO S,A,",0.036594813697212174
596,OXFORD PORCELANAS S/A,Santa Catarina,2002,935150,935150.0,INDUSTRIA DE TRANSFORMAÇÃO,Mineral não metálico,MÉDIA,PRIVADA,"KIRTON BANK S,A, - BANCO MULTIPLO",0.036594813697212174
524,POMI FRUTAS S/A,Santa Catarina,2002,500000,500000.0,AGROPECUÁRIA E PESCA,Agropecuária,MÉDIA,PRIVADA,"BANCO BRADESCO S,A,",0.036594813697212174
163,ROHDEN PORTAS E ARTEFATOS DE MADEIRA LTDA,Santa Catarina,2002,6509926,7979703.0,INDUSTRIA DE TRANSFORMAÇÃO,Madeira,MÉDIA,PRIVADA,SEM NOME,0.036594813697212174
381,MB MOLDURAS DO BRASIL INDUSTRIA E COMERCIO LTDA,Santa Catarina,2002,953490,953490.0,INDUSTRIA DE TRANSFORMAÇÃO,Madeira,MÉDIA,PRIVADA,CHINA CONSTRUCTION BANK (BRASIL) BANCO MULTIPLO S/A,0.036594813697212174
318,KARSTEN S/A,Santa Catarina,2002,7497360,8782320.0,INDUSTRIA DE TRANSFORMAÇÃO,Têxtil,GRANDE,PRIVADA,BANCO DO BRASIL SA,0.036594813697212174
240,INTERCONTINENTAL ADMINISTRADORA LTDA,Santa Catarina,2002,1539400,1561950.0,INDUSTRIA DE TRANSFORMAÇÃO,Móveis,GRANDE,PRIVADA,"BOSTON NEGOCIOS E PARTICIPACOES LTDA,",0.036594813697212174
241,TERRANOVA BRASIL LTDA,Santa Catarina,2002,6157600,6768600.0,AGROPECUÁRIA E PESCA,Agropecuária,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.036594813697212174
249,KAVO DO BRASIL INDUSTRIA E COMERCIO LTDA,Santa Catarina,2002,461820,463103.0,INDUSTRIA DE TRANSFORMAÇÃO,"Farmoquímico, farmacêutico",MÉDIA,PRIVADA,"KIRTON BANK S,A, - BANCO MULTIPLO",0.036594813697212174
250,MARCEGAGLIA DO BRASIL LTDA,Santa Catarina,2002,1539400,1575300.0,INDUSTRIA DE TRANSFORMAÇÃO,Metalurgia,GRANDE,PRIVADA,"BANCO UNICO S,A,",0.036594813697212174
263,"CIA, HERING",Santa Catarina,2002,3094900,3725700.0,INDUSTRIA DE TRANSFORMAÇÃO,"Confec, vestuário e acessórios",GRANDE,PRIVADA,MASSA FALIDA DO BANCO SANTOS,0.036594813697212174
264,KARSTEN S/A,Santa Catarina,2002,1856940,2195580.0,INDUSTRIA DE TRANSFORMAÇÃO,Têxtil,GRANDE,PRIVADA,"KIRTON BANK S,A, - BANCO MULTIPLO",0.036594813697212174
274,TERRANOVA BRASIL LTDA,Santa Catarina,2002,9365700,9371700.0,AGROPECUÁRIA E PESCA,Agropecuária,GRANDE,PRIVADA,"KIRTON BANK S,A, - BANCO MULTIPLO",0.036594813697212174
